Transaction Date,Customer ID,Customer Name,Order ID,Product ID,Product Name,Product Category,Quantity,Unit Price,Total Amount,Transaction Type,Return Reason 
12/21/2023,C132,Customer 132,ORD09505,P015,Signature Formal Jackets,Jackets,1,78.25,78.25,PURCHASE,
01/03/2024,C132,Customer 132,ORD09505,P015,Signature Formal Jackets,Jackets,-1,78.25,-78.25,RETURN,Not As Described
12/29/2023,C387,Customer 387,ORD09506,P043,Deluxe Formal Underwear,Underwear,3,79.21,237.63,PURCHASE,
01/03/2024,C387,Customer 387,ORD09506,P043,Deluxe Formal Underwear,Underwear,-3,79.21,-237.63,RETURN,Fit Issues
04/02/2023,C399,Customer 399,ORD09507,P042,Luxury Modern Pants,Pants,3,294.81,884.43,PURCHASE,
09/17/2023,C459,Customer 459,ORD09508,P017,Basic Athletic Jackets,Jackets,3,275.6,826.8,PURCHASE,
01/16/2023,C134,Customer 134,ORD09509,P018,Deluxe Casual Underwear,Underwear,2,175.89,351.78,PURCHASE,
12/31/2023,C120,Customer 120,ORD09510,P018,Deluxe Casual Underwear,Underwear,1,175.89,175.89,PURCHASE,
08/01/2023,C354,Customer 354,ORD09511,P019,Essential Casual Dresses,Dresses,2,198.26,396.52,PURCHASE,
08/08/2023,C354,Customer 354,ORD09511,P019,Essential Casual Dresses,Dresses,-2,198.26,-396.52,RETURN,Fit Issues
02/06/2023,C148,Customer 148,ORD09512,P020,Classic Vintage Footwear,Footwear,1,199.09,199.09,PURCHASE,
08/13/2023,C237,Customer 237,ORD09513,P005,Slim Vintage Pants,Pants,1,225.34,225.34,PURCHASE,
08/15/2023,C237,Customer 237,ORD09513,P005,Slim Vintage Pants,Pants,-1,225.34,-225.34,RETURN,Not As Described
07/13/2023,C457,Customer 457,ORD09514,P020,Classic Vintage Footwear,Footwear,1,199.09,199.09,PURCHASE,
12/09/2023,C183,Customer 183,ORD09515,P011,Essential Vintage Shirts,Shirts,2,54.34,108.68,PURCHASE,
12/13/2023,C183,Customer 183,ORD09515,P011,Essential Vintage Shirts,Shirts,-2,54.34,-108.68,RETURN,Style Not as Expected
12/16/2023,C269,Customer 269,ORD09516,P004,Ultra Casual Shirts,Shirts,2,118.58,237.16,PURCHASE,
12/24/2023,C269,Customer 269,ORD09516,P004,Ultra Casual Shirts,Shirts,-2,118.58,-237.16,RETURN,Style Not as Expected
02/13/2023,C077,Customer 77,ORD09517,P035,Basic Athletic Activewear,Activewear,3,242.57,727.71,PURCHASE,
10/19/2023,C486,Customer 486,ORD09518,P001,Classic Formal Dresses,Dresses,3,146.34,439.02,PURCHASE,
08/21/2023,C346,Customer 346,ORD09519,P028,Essential Formal Accessories,Accessories,1,155.65,155.65,PURCHASE,
05/03/2023,C060,Customer 60,ORD09520,P036,Basic Modern Underwear,Underwear,1,299.73,299.73,PURCHASE,
03/07/2023,C454,Customer 454,ORD09521,P040,Ultra Casual Underwear,Underwear,3,143.86,431.58,PURCHASE,
03/18/2023,C454,Customer 454,ORD09521,P040,Ultra Casual Underwear,Underwear,-3,143.86,-431.58,RETURN,Quality Issues
06/26/2023,C008,Customer 8,ORD09522,P023,Luxury Casual Footwear,Footwear,3,283.44,850.32,PURCHASE,
12/29/2023,C322,Customer 322,ORD09523,P022,Signature Formal Jackets,Jackets,2,61.31,122.62,PURCHASE,
10/14/2023,C439,Customer 439,ORD09524,P016,Luxury Casual Dresses,Dresses,2,159.32,318.64,PURCHASE,
04/23/2023,C231,Customer 231,ORD09525,P015,Signature Formal Jackets,Jackets,3,78.25,234.75,PURCHASE,
12/24/2023,C107,Customer 107,ORD09526,P012,Premium Modern Dresses,Dresses,2,54.8,109.6,PURCHASE,
12/14/2023,C373,Customer 373,ORD09527,P020,Classic Vintage Footwear,Footwear,2,199.09,398.18,PURCHASE,
12/15/2023,C373,Customer 373,ORD09527,P020,Classic Vintage Footwear,Footwear,-2,199.09,-398.18,RETURN,Not As Described
01/11/2023,C305,Customer 305,ORD09528,P033,Ultra Casual Dresses,Dresses,1,208.62,208.62,PURCHASE,
02/26/2023,C237,Customer 237,ORD09529,P029,Premium Formal Shirts,Shirts,2,32.48,64.96,PURCHASE,
06/03/2023,C232,Customer 232,ORD09530,P022,Signature Formal Jackets,Jackets,3,61.31,183.93,PURCHASE,
11/10/2023,C367,Customer 367,ORD09531,P006,Deluxe Casual Footwear,Footwear,2,59.92,119.84,PURCHASE,
05/26/2023,C459,Customer 459,ORD09532,P036,Basic Modern Underwear,Underwear,2,299.73,599.46,PURCHASE,
07/03/2023,C498,Customer 498,ORD09533,P014,Luxury Formal Footwear,Footwear,1,213.95,213.95,PURCHASE,
03/25/2023,C431,Customer 431,ORD09534,P014,Luxury Formal Footwear,Footwear,3,213.95,641.85,PURCHASE,
04/05/2023,C431,Customer 431,ORD09534,P014,Luxury Formal Footwear,Footwear,-3,213.95,-641.85,RETURN,Wrong Size
04/17/2023,C450,Customer 450,ORD09535,P030,Ultra Casual Dresses,Dresses,1,160.11,160.11,PURCHASE,
07/20/2023,C356,Customer 356,ORD09536,P043,Deluxe Formal Underwear,Underwear,1,79.21,79.21,PURCHASE,
12/19/2023,C318,Customer 318,ORD09537,P036,Basic Modern Underwear,Underwear,3,299.73,899.19,PURCHASE,
12/28/2023,C318,Customer 318,ORD09537,P036,Basic Modern Underwear,Underwear,-3,299.73,-899.19,RETURN,Wrong Item Received
01/09/2023,C030,Customer 30,ORD09538,P050,Classic Casual Jackets,Jackets,2,180.01,360.02,PURCHASE,
03/23/2023,C204,Customer 204,ORD09539,P038,Classic Formal Activewear,Activewear,1,41.55,41.55,PURCHASE,
03/29/2023,C204,Customer 204,ORD09539,P038,Classic Formal Activewear,Activewear,-1,41.55,-41.55,RETURN,Wrong Item Received
01/04/2023,C340,Customer 340,ORD09540,P048,Luxury Formal Footwear,Footwear,3,28.94,86.82,PURCHASE,
10/26/2023,C230,Customer 230,ORD09541,P023,Luxury Casual Footwear,Footwear,2,283.44,566.88,PURCHASE,
04/09/2023,C419,Customer 419,ORD09542,P028,Essential Formal Accessories,Accessories,1,155.65,155.65,PURCHASE,
07/04/2023,C475,Customer 475,ORD09543,P037,Deluxe Vintage Shirts,Shirts,1,129.15,129.15,PURCHASE,
07/18/2023,C475,Customer 475,ORD09543,P037,Deluxe Vintage Shirts,Shirts,-1,129.15,-129.15,RETURN,Style Not as Expected
03/17/2023,C138,Customer 138,ORD09544,P010,Premium Casual Accessories,Accessories,3,139.32,417.96,PURCHASE,
03/30/2023,C138,Customer 138,ORD09544,P010,Premium Casual Accessories,Accessories,-3,139.32,-417.96,RETURN,Color Mismatch
05/01/2023,C176,Customer 176,ORD09545,P028,Essential Formal Accessories,Accessories,1,155.65,155.65,PURCHASE,
09/12/2023,C238,Customer 238,ORD09546,P040,Ultra Casual Underwear,Underwear,1,143.86,143.86,PURCHASE,
07/28/2023,C430,Customer 430,ORD09547,P006,Deluxe Casual Footwear,Footwear,3,59.92,179.76,PURCHASE,
05/20/2023,C249,Customer 249,ORD09548,P007,Classic Athletic Pants,Pants,2,232.75,465.5,PURCHASE,
12/14/2023,C409,Customer 409,ORD09549,P015,Signature Formal Jackets,Jackets,1,78.25,78.25,PURCHASE,
06/05/2023,C103,Customer 103,ORD09550,P031,Classic Vintage Swimwear,Swimwear,2,282.96,565.92,PURCHASE,
02/11/2023,C413,Customer 413,ORD09551,P047,Signature Casual Dresses,Dresses,1,130.88,130.88,PURCHASE,
06/03/2023,C412,Customer 412,ORD09552,P031,Classic Vintage Swimwear,Swimwear,1,282.96,282.96,PURCHASE,
04/10/2023,C211,Customer 211,ORD09553,P006,Deluxe Casual Footwear,Footwear,3,59.92,179.76,PURCHASE,
04/13/2023,C211,Customer 211,ORD09553,P006,Deluxe Casual Footwear,Footwear,-3,59.92,-179.76,RETURN,Better Price Found
05/07/2023,C210,Customer 210,ORD09554,P018,Deluxe Casual Underwear,Underwear,3,175.89,527.67,PURCHASE,
05/20/2023,C210,Customer 210,ORD09554,P018,Deluxe Casual Underwear,Underwear,-3,175.89,-527.67,RETURN,Not As Described
09/30/2023,C490,Customer 490,ORD09555,P024,Slim Vintage Shirts,Shirts,3,109.97,329.91,PURCHASE,
10/12/2023,C490,Customer 490,ORD09555,P024,Slim Vintage Shirts,Shirts,-3,109.97,-329.91,RETURN,Wrong Size
06/17/2023,C430,Customer 430,ORD09556,P019,Essential Casual Dresses,Dresses,3,198.26,594.78,PURCHASE,
07/09/2023,C055,Customer 55,ORD09557,P021,Basic Athletic Swimwear,Swimwear,3,128.01,384.03,PURCHASE,
07/17/2023,C055,Customer 55,ORD09557,P021,Basic Athletic Swimwear,Swimwear,-3,128.01,-384.03,RETURN,Better Price Found
03/27/2023,C318,Customer 318,ORD09558,P012,Premium Modern Dresses,Dresses,2,54.8,109.6,PURCHASE,
10/30/2023,C247,Customer 247,ORD09559,P025,Slim Vintage Shirts,Shirts,2,90.71,181.42,PURCHASE,
11/12/2023,C247,Customer 247,ORD09559,P025,Slim Vintage Shirts,Shirts,-2,90.71,-181.42,RETURN,Style Not as Expected
01/05/2023,C029,Customer 29,ORD09560,P046,Premium Athletic Outerwear,Outerwear,1,238.48,238.48,PURCHASE,
03/24/2023,C116,Customer 116,ORD09561,P017,Basic Athletic Jackets,Jackets,3,275.6,826.8,PURCHASE,
04/06/2023,C116,Customer 116,ORD09561,P017,Basic Athletic Jackets,Jackets,-3,275.6,-826.8,RETURN,Color Mismatch
01/27/2023,C294,Customer 294,ORD09562,P010,Premium Casual Accessories,Accessories,1,139.32,139.32,PURCHASE,
01/05/2023,C062,Customer 62,ORD09563,P045,Essential Modern Shirts,Shirts,2,248.15,496.3,PURCHASE,
01/07/2023,C062,Customer 62,ORD09563,P045,Essential Modern Shirts,Shirts,-2,248.15,-496.3,RETURN,Fit Issues
07/09/2023,C092,Customer 92,ORD09564,P005,Slim Vintage Pants,Pants,1,225.34,225.34,PURCHASE,
12/23/2023,C497,Customer 497,ORD09565,P045,Essential Modern Shirts,Shirts,3,248.15,744.45,PURCHASE,
04/24/2023,C472,Customer 472,ORD09566,P023,Luxury Casual Footwear,Footwear,3,283.44,850.32,PURCHASE,
05/05/2023,C472,Customer 472,ORD09566,P023,Luxury Casual Footwear,Footwear,-3,283.44,-850.32,RETURN,Defective Product
08/25/2023,C203,Customer 203,ORD09567,P010,Premium Casual Accessories,Accessories,2,139.32,278.64,PURCHASE,
08/19/2023,C099,Customer 99,ORD09568,P017,Basic Athletic Jackets,Jackets,2,275.6,551.2,PURCHASE,
08/31/2023,C099,Customer 99,ORD09568,P017,Basic Athletic Jackets,Jackets,-2,275.6,-551.2,RETURN,Changed Mind
04/25/2023,C054,Customer 54,ORD09569,P035,Basic Athletic Activewear,Activewear,3,242.57,727.71,PURCHASE,
06/26/2023,C154,Customer 154,ORD09570,P001,Classic Formal Dresses,Dresses,2,146.34,292.68,PURCHASE,
05/15/2023,C232,Customer 232,ORD09571,P007,Classic Athletic Pants,Pants,3,232.75,698.25,PURCHASE,
02/26/2023,C403,Customer 403,ORD09572,P035,Basic Athletic Activewear,Activewear,2,242.57,485.14,PURCHASE,
03/02/2023,C403,Customer 403,ORD09572,P035,Basic Athletic Activewear,Activewear,-2,242.57,-485.14,RETURN,Style Not as Expected
12/24/2023,C033,Customer 33,ORD09573,P024,Slim Vintage Shirts,Shirts,3,109.97,329.91,PURCHASE,
05/10/2023,C256,Customer 256,ORD09574,P016,Luxury Casual Dresses,Dresses,2,159.32,318.64,PURCHASE,
04/28/2023,C449,Customer 449,ORD09575,P029,Premium Formal Shirts,Shirts,3,32.48,97.44,PURCHASE,
05/04/2023,C449,Customer 449,ORD09575,P029,Premium Formal Shirts,Shirts,-3,32.48,-97.44,RETURN,Wrong Size
07/27/2023,C261,Customer 261,ORD09576,P008,Premium Athletic Underwear,Underwear,1,100.59,100.59,PURCHASE,
10/24/2023,C030,Customer 30,ORD09577,P032,Ultra Casual Accessories,Accessories,1,252.74,252.74,PURCHASE,
11/19/2023,C485,Customer 485,ORD09578,P031,Classic Vintage Swimwear,Swimwear,3,282.96,848.88,PURCHASE,
05/31/2023,C061,Customer 61,ORD09579,P035,Basic Athletic Activewear,Activewear,3,242.57,727.71,PURCHASE,
01/04/2023,C071,Customer 71,ORD09580,P020,Classic Vintage Footwear,Footwear,2,199.09,398.18,PURCHASE,
01/08/2023,C071,Customer 71,ORD09580,P020,Classic Vintage Footwear,Footwear,-2,199.09,-398.18,RETURN,Style Not as Expected
04/15/2023,C461,Customer 461,ORD09581,P029,Premium Formal Shirts,Shirts,1,32.48,32.48,PURCHASE,
03/30/2023,C253,Customer 253,ORD09582,P038,Classic Formal Activewear,Activewear,3,41.55,124.65,PURCHASE,
09/20/2023,C395,Customer 395,ORD09583,P037,Deluxe Vintage Shirts,Shirts,2,129.15,258.3,PURCHASE,
09/27/2023,C395,Customer 395,ORD09583,P037,Deluxe Vintage Shirts,Shirts,-2,129.15,-258.3,RETURN,Better Price Found
10/22/2023,C368,Customer 368,ORD09584,P015,Signature Formal Jackets,Jackets,2,78.25,156.5,PURCHASE,
01/01/2023,C091,Customer 91,ORD09585,P014,Luxury Formal Footwear,Footwear,1,213.95,213.95,PURCHASE,
01/15/2023,C091,Customer 91,ORD09585,P014,Luxury Formal Footwear,Footwear,-1,213.95,-213.95,RETURN,Wrong Size
10/18/2023,C396,Customer 396,ORD09586,P033,Ultra Casual Dresses,Dresses,3,208.62,625.86,PURCHASE,
10/30/2023,C396,Customer 396,ORD09586,P033,Ultra Casual Dresses,Dresses,-3,208.62,-625.86,RETURN,Fit Issues
03/24/2023,C069,Customer 69,ORD09587,P019,Essential Casual Dresses,Dresses,2,198.26,396.52,PURCHASE,
02/08/2023,C074,Customer 74,ORD09588,P041,Relaxed Casual Activewear,Activewear,3,254.31,762.93,PURCHASE,
07/01/2023,C215,Customer 215,ORD09589,P047,Signature Casual Dresses,Dresses,2,130.88,261.76,PURCHASE,
03/04/2023,C466,Customer 466,ORD09590,P006,Deluxe Casual Footwear,Footwear,3,59.92,179.76,PURCHASE,
03/06/2023,C466,Customer 466,ORD09590,P006,Deluxe Casual Footwear,Footwear,-3,59.92,-179.76,RETURN,Style Not as Expected
01/28/2023,C374,Customer 374,ORD09591,P036,Basic Modern Underwear,Underwear,1,299.73,299.73,PURCHASE,
07/24/2023,C213,Customer 213,ORD09592,P041,Relaxed Casual Activewear,Activewear,3,254.31,762.93,PURCHASE,
08/02/2023,C213,Customer 213,ORD09592,P041,Relaxed Casual Activewear,Activewear,-3,254.31,-762.93,RETURN,Not As Described
02/08/2023,C439,Customer 439,ORD09593,P029,Premium Formal Shirts,Shirts,3,32.48,97.44,PURCHASE,
02/12/2023,C439,Customer 439,ORD09593,P029,Premium Formal Shirts,Shirts,-3,32.48,-97.44,RETURN,Color Mismatch
10/13/2023,C399,Customer 399,ORD09594,P007,Classic Athletic Pants,Pants,2,232.75,465.5,PURCHASE,
04/06/2023,C446,Customer 446,ORD09595,P012,Premium Modern Dresses,Dresses,3,54.8,164.4,PURCHASE,
06/25/2023,C491,Customer 491,ORD09596,P023,Luxury Casual Footwear,Footwear,1,283.44,283.44,PURCHASE,
09/15/2023,C267,Customer 267,ORD09597,P033,Ultra Casual Dresses,Dresses,2,208.62,417.24,PURCHASE,
09/26/2023,C267,Customer 267,ORD09597,P033,Ultra Casual Dresses,Dresses,-2,208.62,-417.24,RETURN,Style Not as Expected
09/22/2023,C327,Customer 327,ORD09598,P048,Luxury Formal Footwear,Footwear,2,28.94,57.88,PURCHASE,
01/02/2023,C490,Customer 490,ORD09599,P003,Basic Athletic Shirts,Shirts,3,194.57,583.71,PURCHASE,
09/08/2023,C429,Customer 429,ORD09600,P036,Basic Modern Underwear,Underwear,3,299.73,899.19,PURCHASE,
08/08/2023,C170,Customer 170,ORD09601,P031,Classic Vintage Swimwear,Swimwear,3,282.96,848.88,PURCHASE,
08/11/2023,C170,Customer 170,ORD09601,P031,Classic Vintage Swimwear,Swimwear,-3,282.96,-848.88,RETURN,Style Not as Expected
12/14/2023,C415,Customer 415,ORD09602,P049,Premium Athletic Accessories,Accessories,1,31.24,31.24,PURCHASE,
03/13/2023,C307,Customer 307,ORD09603,P029,Premium Formal Shirts,Shirts,1,32.48,32.48,PURCHASE,
03/21/2023,C307,Customer 307,ORD09603,P029,Premium Formal Shirts,Shirts,-1,32.48,-32.48,RETURN,Wrong Size
01/01/2023,C091,Customer 91,ORD09604,P005,Slim Vintage Pants,Pants,2,225.34,450.68,PURCHASE,
01/12/2023,C091,Customer 91,ORD09604,P005,Slim Vintage Pants,Pants,-2,225.34,-450.68,RETURN,Color Mismatch
09/30/2023,C345,Customer 345,ORD09605,P035,Basic Athletic Activewear,Activewear,2,242.57,485.14,PURCHASE,
04/16/2023,C350,Customer 350,ORD09606,P042,Luxury Modern Pants,Pants,1,294.81,294.81,PURCHASE,
04/22/2023,C350,Customer 350,ORD09606,P042,Luxury Modern Pants,Pants,-1,294.81,-294.81,RETURN,Style Not as Expected
12/23/2023,C025,Customer 25,ORD09607,P014,Luxury Formal Footwear,Footwear,1,213.95,213.95,PURCHASE,
05/27/2023,C282,Customer 282,ORD09608,P041,Relaxed Casual Activewear,Activewear,1,254.31,254.31,PURCHASE,
01/17/2023,C156,Customer 156,ORD09609,P014,Luxury Formal Footwear,Footwear,1,213.95,213.95,PURCHASE,
03/28/2023,C067,Customer 67,ORD09610,P022,Signature Formal Jackets,Jackets,2,61.31,122.62,PURCHASE,
04/08/2023,C067,Customer 67,ORD09610,P022,Signature Formal Jackets,Jackets,-2,61.31,-122.62,RETURN,Wrong Size
02/02/2023,C103,Customer 103,ORD09611,P006,Deluxe Casual Footwear,Footwear,3,59.92,179.76,PURCHASE,
12/06/2023,C406,Customer 406,ORD09612,P028,Essential Formal Accessories,Accessories,3,155.65,466.95,PURCHASE,
12/09/2023,C406,Customer 406,ORD09612,P028,Essential Formal Accessories,Accessories,-3,155.65,-466.95,RETURN,Quality Issues
02/09/2023,C053,Customer 53,ORD09613,P047,Signature Casual Dresses,Dresses,1,130.88,130.88,PURCHASE,
01/13/2023,C136,Customer 136,ORD09614,P014,Luxury Formal Footwear,Footwear,3,213.95,641.85,PURCHASE,
09/16/2023,C354,Customer 354,ORD09615,P035,Basic Athletic Activewear,Activewear,3,242.57,727.71,PURCHASE,
12/14/2023,C119,Customer 119,ORD09616,P013,Slim Modern Footwear,Footwear,1,296.95,296.95,PURCHASE,
12/25/2023,C119,Customer 119,ORD09616,P013,Slim Modern Footwear,Footwear,-1,296.95,-296.95,RETURN,Fit Issues
09/21/2023,C058,Customer 58,ORD09617,P037,Deluxe Vintage Shirts,Shirts,2,129.15,258.3,PURCHASE,
09/29/2023,C058,Customer 58,ORD09617,P037,Deluxe Vintage Shirts,Shirts,-2,129.15,-258.3,RETURN,Wrong Size
09/28/2023,C039,Customer 39,ORD09618,P038,Classic Formal Activewear,Activewear,1,41.55,41.55,PURCHASE,
12/29/2023,C398,Customer 398,ORD09619,P015,Signature Formal Jackets,Jackets,2,78.25,156.5,PURCHASE,
12/30/2023,C398,Customer 398,ORD09619,P015,Signature Formal Jackets,Jackets,-2,78.25,-156.5,RETURN,Not As Described
04/02/2023,C063,Customer 63,ORD09620,P025,Slim Vintage Shirts,Shirts,2,90.71,181.42,PURCHASE,
08/06/2023,C153,Customer 153,ORD09621,P041,Relaxed Casual Activewear,Activewear,1,254.31,254.31,PURCHASE,
08/16/2023,C153,Customer 153,ORD09621,P041,Relaxed Casual Activewear,Activewear,-1,254.31,-254.31,RETURN,Wrong Size
02/20/2023,C292,Customer 292,ORD09622,P006,Deluxe Casual Footwear,Footwear,1,59.92,59.92,PURCHASE,
10/01/2023,C395,Customer 395,ORD09623,P006,Deluxe Casual Footwear,Footwear,2,59.92,119.84,PURCHASE,
07/04/2023,C183,Customer 183,ORD09624,P021,Basic Athletic Swimwear,Swimwear,3,128.01,384.03,PURCHASE,
05/06/2023,C039,Customer 39,ORD09625,P021,Basic Athletic Swimwear,Swimwear,3,128.01,384.03,PURCHASE,
05/19/2023,C039,Customer 39,ORD09625,P021,Basic Athletic Swimwear,Swimwear,-3,128.01,-384.03,RETURN,Changed Mind
02/09/2023,C276,Customer 276,ORD09626,P022,Signature Formal Jackets,Jackets,3,61.31,183.93,PURCHASE,
08/11/2023,C466,Customer 466,ORD09627,P015,Signature Formal Jackets,Jackets,2,78.25,156.5,PURCHASE,
08/15/2023,C466,Customer 466,ORD09627,P015,Signature Formal Jackets,Jackets,-2,78.25,-156.5,RETURN,Wrong Item Received
11/27/2023,C416,Customer 416,ORD09628,P045,Essential Modern Shirts,Shirts,2,248.15,496.3,PURCHASE,
08/07/2023,C385,Customer 385,ORD09629,P019,Essential Casual Dresses,Dresses,2,198.26,396.52,PURCHASE,
08/21/2023,C300,Customer 300,ORD09630,P046,Premium Athletic Outerwear,Outerwear,3,238.48,715.44,PURCHASE,
12/01/2023,C403,Customer 403,ORD09631,P015,Signature Formal Jackets,Jackets,2,78.25,156.5,PURCHASE,
09/18/2023,C285,Customer 285,ORD09632,P045,Essential Modern Shirts,Shirts,1,248.15,248.15,PURCHASE,
03/13/2023,C123,Customer 123,ORD09633,P025,Slim Vintage Shirts,Shirts,2,90.71,181.42,PURCHASE,
07/31/2023,C480,Customer 480,ORD09634,P048,Luxury Formal Footwear,Footwear,2,28.94,57.88,PURCHASE,
08/10/2023,C480,Customer 480,ORD09634,P048,Luxury Formal Footwear,Footwear,-2,28.94,-57.88,RETURN,Fit Issues
10/22/2023,C048,Customer 48,ORD09635,P034,Signature Modern Outerwear,Outerwear,1,289.46,289.46,PURCHASE,
07/28/2023,C088,Customer 88,ORD09636,P006,Deluxe Casual Footwear,Footwear,1,59.92,59.92,PURCHASE,
09/27/2023,C454,Customer 454,ORD09637,P005,Slim Vintage Pants,Pants,1,225.34,225.34,PURCHASE,
10/03/2023,C454,Customer 454,ORD09637,P005,Slim Vintage Pants,Pants,-1,225.34,-225.34,RETURN,Style Not as Expected
06/11/2023,C256,Customer 256,ORD09638,P039,Essential Athletic Footwear,Footwear,3,236.29,708.87,PURCHASE,
05/23/2023,C275,Customer 275,ORD09639,P030,Ultra Casual Dresses,Dresses,2,160.11,320.22,PURCHASE,
11/11/2023,C304,Customer 304,ORD09640,P043,Deluxe Formal Underwear,Underwear,2,79.21,158.42,PURCHASE,
12/18/2023,C337,Customer 337,ORD09641,P040,Ultra Casual Underwear,Underwear,2,143.86,287.72,PURCHASE,
02/18/2023,C329,Customer 329,ORD09642,P009,Deluxe Formal Footwear,Footwear,3,212.65,637.95,PURCHASE,
03/03/2023,C329,Customer 329,ORD09642,P009,Deluxe Formal Footwear,Footwear,-3,212.65,-637.95,RETURN,Better Price Found
04/09/2023,C362,Customer 362,ORD09643,P013,Slim Modern Footwear,Footwear,3,296.95,890.85,PURCHASE,
04/12/2023,C362,Customer 362,ORD09643,P013,Slim Modern Footwear,Footwear,-3,296.95,-890.85,RETURN,Fit Issues
07/29/2023,C253,Customer 253,ORD09644,P020,Classic Vintage Footwear,Footwear,1,199.09,199.09,PURCHASE,
11/29/2023,C066,Customer 66,ORD09645,P046,Premium Athletic Outerwear,Outerwear,2,238.48,476.96,PURCHASE,
12/26/2023,C187,Customer 187,ORD09646,P048,Luxury Formal Footwear,Footwear,1,28.94,28.94,PURCHASE,
08/10/2023,C180,Customer 180,ORD09647,P045,Essential Modern Shirts,Shirts,1,248.15,248.15,PURCHASE,
12/22/2023,C453,Customer 453,ORD09648,P033,Ultra Casual Dresses,Dresses,1,208.62,208.62,PURCHASE,
03/31/2023,C200,Customer 200,ORD09649,P029,Premium Formal Shirts,Shirts,2,32.48,64.96,PURCHASE,
04/01/2023,C200,Customer 200,ORD09649,P029,Premium Formal Shirts,Shirts,-2,32.48,-64.96,RETURN,Wrong Size
06/22/2023,C340,Customer 340,ORD09650,P034,Signature Modern Outerwear,Outerwear,1,289.46,289.46,PURCHASE,
02/08/2023,C238,Customer 238,ORD09651,P040,Ultra Casual Underwear,Underwear,1,143.86,143.86,PURCHASE,
10/11/2023,C365,Customer 365,ORD09652,P008,Premium Athletic Underwear,Underwear,3,100.59,301.77,PURCHASE,
10/17/2023,C365,Customer 365,ORD09652,P008,Premium Athletic Underwear,Underwear,-3,100.59,-301.77,RETURN,Color Mismatch
09/16/2023,C045,Customer 45,ORD09653,P016,Luxury Casual Dresses,Dresses,2,159.32,318.64,PURCHASE,
02/02/2023,C360,Customer 360,ORD09654,P040,Ultra Casual Underwear,Underwear,2,143.86,287.72,PURCHASE,
11/24/2023,C200,Customer 200,ORD09655,P017,Basic Athletic Jackets,Jackets,1,275.6,275.6,PURCHASE,
12/05/2023,C200,Customer 200,ORD09655,P017,Basic Athletic Jackets,Jackets,-1,275.6,-275.6,RETURN,Style Not as Expected
12/30/2023,C451,Customer 451,ORD09656,P039,Essential Athletic Footwear,Footwear,1,236.29,236.29,PURCHASE,
01/07/2024,C451,Customer 451,ORD09656,P039,Essential Athletic Footwear,Footwear,-1,236.29,-236.29,RETURN,Wrong Size
04/14/2023,C281,Customer 281,ORD09657,P016,Luxury Casual Dresses,Dresses,3,159.32,477.96,PURCHASE,
06/01/2023,C024,Customer 24,ORD09658,P042,Luxury Modern Pants,Pants,2,294.81,589.62,PURCHASE,
11/14/2023,C056,Customer 56,ORD09659,P032,Ultra Casual Accessories,Accessories,2,252.74,505.48,PURCHASE,
05/29/2023,C342,Customer 342,ORD09660,P041,Relaxed Casual Activewear,Activewear,1,254.31,254.31,PURCHASE,
03/22/2023,C149,Customer 149,ORD09661,P007,Classic Athletic Pants,Pants,2,232.75,465.5,PURCHASE,
03/22/2023,C226,Customer 226,ORD09662,P010,Premium Casual Accessories,Accessories,1,139.32,139.32,PURCHASE,
02/09/2023,C262,Customer 262,ORD09663,P045,Essential Modern Shirts,Shirts,3,248.15,744.45,PURCHASE,
02/20/2023,C262,Customer 262,ORD09663,P045,Essential Modern Shirts,Shirts,-3,248.15,-744.45,RETURN,Wrong Size
06/16/2023,C412,Customer 412,ORD09664,P028,Essential Formal Accessories,Accessories,2,155.65,311.3,PURCHASE,
04/30/2023,C440,Customer 440,ORD09665,P019,Essential Casual Dresses,Dresses,2,198.26,396.52,PURCHASE,
03/06/2023,C254,Customer 254,ORD09666,P025,Slim Vintage Shirts,Shirts,3,90.71,272.13,PURCHASE,
03/18/2023,C254,Customer 254,ORD09666,P025,Slim Vintage Shirts,Shirts,-3,90.71,-272.13,RETURN,Fit Issues
02/27/2023,C337,Customer 337,ORD09667,P023,Luxury Casual Footwear,Footwear,1,283.44,283.44,PURCHASE,
03/06/2023,C337,Customer 337,ORD09667,P023,Luxury Casual Footwear,Footwear,-1,283.44,-283.44,RETURN,Style Not as Expected
03/25/2023,C266,Customer 266,ORD09668,P033,Ultra Casual Dresses,Dresses,1,208.62,208.62,PURCHASE,
05/20/2023,C343,Customer 343,ORD09669,P039,Essential Athletic Footwear,Footwear,1,236.29,236.29,PURCHASE,
09/20/2023,C282,Customer 282,ORD09670,P025,Slim Vintage Shirts,Shirts,2,90.71,181.42,PURCHASE,
10/04/2023,C282,Customer 282,ORD09670,P025,Slim Vintage Shirts,Shirts,-2,90.71,-181.42,RETURN,Style Not as Expected
08/08/2023,C293,Customer 293,ORD09671,P015,Signature Formal Jackets,Jackets,2,78.25,156.5,PURCHASE,
08/14/2023,C293,Customer 293,ORD09671,P015,Signature Formal Jackets,Jackets,-2,78.25,-156.5,RETURN,Quality Issues
03/05/2023,C207,Customer 207,ORD09672,P041,Relaxed Casual Activewear,Activewear,3,254.31,762.93,PURCHASE,
12/12/2023,C406,Customer 406,ORD09673,P024,Slim Vintage Shirts,Shirts,3,109.97,329.91,PURCHASE,
